"collection_lat","collection_lon","sample_time","measurement_lat","measurement_lon","ci","chl","dist_m","radius_limit_m","ci_mean","chl_mean","model_image"
41.8077,-83.3435,2021-08-19 14:00:00,41.8066320891401,-83.3421922120808,174,79.0772878439034,160.959623648741,250,175,80.7240743886681,"LErie_HABTracker_archive_FromYizhen/2021081915/gtiff/2021081911.tif"
41.8077,-83.3435,2021-08-19 14:00:00,41.8093319179397,-83.3422906075355,177,84.0176474781975,207.537691760845,250,175,80.7240743886681,"LErie_HABTracker_archive_FromYizhen/2021081915/gtiff/2021081911.tif"
41.8077,-83.3435,2021-08-19 14:00:00,41.806558419047,-83.3458006862438,174,79.0772878439034,229.332806789968,250,175,80.7240743886681,"LErie_HABTracker_archive_FromYizhen/2021081915/gtiff/2021081911.tif"
41.8077,-83.3435,2021-08-21 12:00:00,41.8066320891401,-83.3421922120808,80,17.931133820116,160.959623648741,250,82,18.3228092194582,"LErie_HABTracker_archive_FromYizhen/2021082015/gtiff/2021082111.tif"
41.8077,-83.3435,2021-08-21 12:00:00,41.8093319179397,-83.3422906075355,86,19.1061600181426,207.537691760845,250,82,18.3228092194582,"LErie_HABTracker_archive_FromYizhen/2021082015/gtiff/2021082111.tif"
41.8077,-83.3435,2021-08-21 12:00:00,41.806558419047,-83.3458006862438,80,17.931133820116,229.332806789968,250,82,18.3228092194582,"LErie_HABTracker_archive_FromYizhen/2021082015/gtiff/2021082111.tif"
